s_Mpch,xi0,xi2,xi4
3.210026538179200362e+00,5.406395368877010554e+00,2.390987317930152845e+00,2.805448487009113201e+00
5.128916361298360371e+00,2.832683748363495457e+00,6.828773489527604212e-01,1.187943947514040532e+00
7.092681745046935049e+00,1.680339052172671321e+00,6.007354138664987991e-02,5.268497471334698812e-01
9.071985098453232865e+00,1.096027549291544556e+00,-1.318665996379330130e-01,2.565835519127107611e-01
1.105886094373125417e+01,7.634402673017932628e-01,-1.955881940579420608e-01,1.435556731941153574e-01
1.304973092061909945e+01,5.589570552080773691e-01,-1.885314432568148957e-01,7.538899828216312493e-02
1.504289638601464318e+01,4.237860483627073904e-01,-1.833841766899362569e-01,6.091219540717328351e-02
1.703779437120179097e+01,3.295832108886728729e-01,-1.580580415415775153e-01,3.976490023278887731e-02
1.903365955762084738e+01,2.656995271623369126e-01,-1.406332734265161866e-01,2.309998368627177653e-02
2.103036712667099550e+01,2.120690040903693563e-01,-1.263394509265934884e-01,2.218603262338707249e-02
2.302765612432935427e+01,1.745163946865623816e-01,-1.068124292725195490e-01,1.041491762384811823e-02
2.502536046527978186e+01,1.426702096157605459e-01,-9.578241649456610551e-02,1.457118602985662051e-02
2.702345668608406370e+01,1.209019955772669408e-01,-8.332357918578775502e-02,8.504204034216972588e-03
2.902170236174849194e+01,9.982040679333162303e-02,-7.677884773268904561e-02,8.977151855407119324e-03
3.102021766104408584e+01,8.555330048122677944e-02,-6.936439390754280121e-02,1.180785415702464806e-02
3.301895189124361707e+01,7.323357888483272848e-02,-6.720051378560455702e-02,6.663226133857090734e-03
3.501780979727405452e+01,6.136814997406214722e-02,-6.155694775701204408e-02,8.703679826212180892e-03
3.701677356871616809e+01,5.328050533139941369e-02,-5.328415038576434642e-02,-4.858303282299976811e-04
3.901588714738346653e+01,4.668966923636453520e-02,-5.222352307044021702e-02,8.063491735221674228e-03
4.101506515122737540e+01,3.790068269886504720e-02,-5.145222568819093900e-02,4.361943216835027434e-03
4.301434141071348449e+01,3.299631922747706114e-02,-4.561579725856211576e-02,4.549972779579969373e-03
4.501371097189481674e+01,2.897256562737025865e-02,-4.362703067935976703e-02,2.795409845975717865e-03
4.701305797029127831e+01,2.489146826268597359e-02,-3.684793559326726697e-02,1.524605698151914376e-03
4.901245667476077017e+01,2.205707131398749327e-02,-3.384240106133010184e-02,-5.035769647585108637e-04
5.101194934548373539e+01,1.942737604502720733e-02,-3.049984099669496296e-02,2.074188409610246251e-04
5.301146428920493747e+01,1.684426594311322356e-02,-2.947607382188447908e-02,2.535273772597367156e-04
5.501101393183719779e+01,1.581421070551786157e-02,-2.584376267030875571e-02,-1.502383010313170821e-05
5.701054924185527994e+01,1.423501534675050348e-02,-2.512569342256939370e-02,-1.178225640152895945e-03
5.901017379884116565e+01,1.254433648984485533e-02,-2.098289714881472479e-02,1.785972212103087734e-03
