rp_Mpch,wp
3.454361031376282365e-01,2.406544020079473967e+02
4.461645832091556962e-01,2.022330831446088268e+02
5.761337361547685942e-01,1.489316926838043855e+02
7.440777478095760289e-01,1.206846512587720639e+02
9.610169338967836650e-01,1.140867466873125835e+02
1.241510611346146931e+00,1.027583140650311009e+02
1.603800171572612454e+00,9.073594809960249563e+01
2.071451165097044189e+00,7.378384449109989873e+01
2.675357857740523482e+00,6.340094981224466153e+01
3.455283440057035804e+00,5.108627328590284833e+01
4.462686287037623600e+00,4.209806690804158080e+01
5.763697962926737084e+00,3.455596269855859504e+01
7.444201019641814021e+00,2.760529447703783035e+01
9.614241605033472027e+00,2.168478903041306083e+01
1.241697828024190819e+01,1.648453895713426576e+01
1.603609906391554318e+01,1.242266618185536764e+01
2.071027505829810522e+01,8.744717412249041644e+00
2.674691082094839700e+01,5.902063437738686247e+00
