# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 759515
# D1D2.size2 = 759515
# D1R2.size1 = 759515
# D1R2.size2 = 20444903
# R1D2.size1 = 20444903
# R1D2.size2 = 759515
# R1R2.size1 = 20444903
# R1R2.size2 = 20444903
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454368395298e-01 2.392169611642e+02
4.439475303322e-01 4.461584374949e-01 2.003836006795e+02
5.733802840848e-01 5.761395257663e-01 1.483676182290e+02
7.405491138359e-01 7.440762587525e-01 1.207609700008e+02
9.564559599018e-01 9.610101298228e-01 1.141425421952e+02
1.235310374613e+00 1.241499048167e+00 1.028036103448e+02
1.595464700520e+00 1.603794195185e+00 9.077441993514e+01
2.060621899500e+00 2.071437480585e+00 7.390718919299e+01
2.661395524022e+00 2.675340712707e+00 6.351627642302e+01
3.437324497522e+00 3.455280879580e+00 5.121467050017e+01
4.439475303322e+00 4.462657714064e+00 4.223790684191e+01
5.733802840848e+00 5.763677669237e+00 3.469631646486e+01
7.405491138359e+00 7.444175058252e+00 2.772711491586e+01
9.564559599018e+00 9.614198872069e+00 2.172831188744e+01
1.235310374613e+01 1.241689281494e+01 1.661577339178e+01
1.595464700520e+01 1.603596228397e+01 1.251111486487e+01
2.060621899500e+01 2.071006956732e+01 8.777712539974e+00
2.661395524022e+01 2.674660547791e+01 5.922303005932e+00
