rp_Mpch,wp
3.454383327517059898e-01,2.426755746440786368e+02
4.461679834728168315e-01,2.032007701816912970e+02
5.761389006440928995e-01,1.499169613844949254e+02
7.440802288971096745e-01,1.216597399561174484e+02
9.610170494663082819e-01,1.145772875362706458e+02
1.241510705229526890e+00,1.027574007332418375e+02
1.603798121230340490e+00,9.088333047137494702e+01
2.071447522500791116e+00,7.375728187362901167e+01
2.675352572356244352e+00,6.335793967680840666e+01
3.455280397595440700e+00,5.107849832991424677e+01
4.462680544775703417e+00,4.219759444367465306e+01
5.763705257040736996e+00,3.463655821381121314e+01
7.444213272507931300e+00,2.766917995039223044e+01
9.614253205343855413e+00,2.166056496211688298e+01
1.241699566513781150e+01,1.649220787559361767e+01
1.603614637015076383e+01,1.242536638114253833e+01
2.071036199006880807e+01,8.741740441762331670e+00
2.674704040271310745e+01,5.907953815296142608e+00
