# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 764643
# D1D2.size2 = 764643
# D1R2.size1 = 764643
# D1R2.size2 = 20497362
# R1D2.size1 = 20497362
# R1D2.size2 = 764643
# R1R2.size1 = 20497362
# R1R2.size2 = 20497362
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454383327517e-01 2.426755746441e+02
4.439475303322e-01 4.461679834728e-01 2.032007701817e+02
5.733802840848e-01 5.761389006441e-01 1.499169613845e+02
7.405491138359e-01 7.440802288971e-01 1.216597399561e+02
9.564559599018e-01 9.610170494663e-01 1.145772875363e+02
1.235310374613e+00 1.241510705230e+00 1.027574007332e+02
1.595464700520e+00 1.603798121230e+00 9.088333047137e+01
2.060621899500e+00 2.071447522501e+00 7.375728187363e+01
2.661395524022e+00 2.675352572356e+00 6.335793967681e+01
3.437324497522e+00 3.455280397595e+00 5.107849832991e+01
4.439475303322e+00 4.462680544776e+00 4.219759444367e+01
5.733802840848e+00 5.763705257041e+00 3.463655821381e+01
7.405491138359e+00 7.444213272508e+00 2.766917995039e+01
9.564559599018e+00 9.614253205344e+00 2.166056496212e+01
1.235310374613e+01 1.241699566514e+01 1.649220787559e+01
1.595464700520e+01 1.603614637015e+01 1.242536638114e+01
2.060621899500e+01 2.071036199007e+01 8.741740441762e+00
2.661395524022e+01 2.674704040271e+01 5.907953815296e+00
