s_Mpch,xi0,xi2,xi4
3.210026632594539020e+00,5.407709775736143420e+00,2.399612706192910228e+00,2.819175054665001845e+00
5.128912077474125475e+00,2.830076245631771847e+00,6.775090063570543553e-01,1.186178851988863858e+00
7.092671356375158886e+00,1.678169904150715652e+00,6.080435484258167600e-02,5.242332815378674127e-01
9.071978247029035103e+00,1.094844907126103051e+00,-1.293939007253726015e-01,2.551178534001770082e-01
1.105886248007254835e+01,7.615370590675094586e-01,-1.937326917113054159e-01,1.433415118898021812e-01
1.304972499297570110e+01,5.579618180810181904e-01,-1.876172137142268492e-01,7.540197486067592991e-02
1.504290179361013280e+01,4.229792180527688905e-01,-1.825811475613627888e-01,6.012792242898582634e-02
1.703779356678657919e+01,3.292737665594654417e-01,-1.569710088371812917e-01,3.867545262501880660e-02
1.903365788071661058e+01,2.651812009758777178e-01,-1.392222412076188909e-01,2.085992600185237675e-02
2.103036738179054410e+01,2.115875049025964239e-01,-1.246330404333416408e-01,2.076563840607512784e-02
2.302764844349190554e+01,1.742678766283871084e-01,-1.061250690225827714e-01,8.725094728204239175e-03
2.502535176615634427e+01,1.424095822216079887e-01,-9.516382368675330161e-02,1.344508230504174590e-02
2.702345467387844025e+01,1.204456390662415610e-01,-8.286638286956629629e-02,6.788307409787635617e-03
2.902170030109446941e+01,9.934763961818821043e-02,-7.607807367916341601e-02,8.586406551825624678e-03
3.102021157043672517e+01,8.530154002036355321e-02,-6.898333617947942364e-02,1.160005775482461643e-02
3.301894549664461209e+01,7.274132118785266166e-02,-6.701228236893447265e-02,6.571583951239579058e-03
3.501780690799495233e+01,6.108991397543231394e-02,-6.133598961861955190e-02,8.722550835589376259e-03
3.701676839941671204e+01,5.327856174798988043e-02,-5.240878776073471662e-02,-1.036693539436280573e-03
3.901588298899979890e+01,4.652967248602839223e-02,-5.115293225842069968e-02,7.673267486197589242e-03
4.101506245389758476e+01,3.778904641872400660e-02,-5.078697590311489346e-02,4.420326036048347063e-03
4.301433858345862404e+01,3.306424079574409036e-02,-4.509332274024861753e-02,4.364326385765292943e-03
4.501370314809667406e+01,2.907813964474284876e-02,-4.308403270058230178e-02,1.959548062680943094e-03
4.701305059986551527e+01,2.497559917503538313e-02,-3.660871930671119601e-02,7.201149454666665433e-04
4.901245023013537150e+01,2.205318480444576346e-02,-3.357019852452795827e-02,-8.352345414328576608e-04
5.101194395758915334e+01,1.968594113257914405e-02,-3.024812826680254446e-02,-2.854623027544902591e-04
5.301145678507016612e+01,1.722769472669366531e-02,-2.963421576204812447e-02,-7.109750688317269685e-05
5.501100490531703713e+01,1.621996640595256209e-02,-2.610057674926300961e-02,-4.894901551194832078e-04
5.701053898888012128e+01,1.453830596984505286e-02,-2.521221842422619736e-02,-1.187800891810427729e-03
5.901016416186681113e+01,1.286135098579077596e-02,-2.109909216842859730e-02,1.623691683547430703e-03
