# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 765854
# D1D2.size2 = 765854
# D1R2.size1 = 765854
# D1R2.size2 = 20569184
# R1D2.size1 = 20569184
# R1D2.size2 = 765854
# R1R2.size1 = 20569184
# R1R2.size2 = 20569184
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454351408534e-01 2.427553176161e+02
4.439475303322e-01 4.461644728490e-01 2.021027714679e+02
5.733802840848e-01 5.761366959974e-01 1.493635169247e+02
7.405491138359e-01 7.440814134460e-01 1.209405695520e+02
9.564559599018e-01 9.610164370866e-01 1.143896518954e+02
1.235310374613e+00 1.241506966858e+00 1.027559820179e+02
1.595464700520e+00 1.603797191463e+00 9.081823728402e+01
2.060621899500e+00 2.071447590456e+00 7.365255848343e+01
2.661395524022e+00 2.675352841607e+00 6.328928849177e+01
3.437324497522e+00 3.455281004235e+00 5.103031867969e+01
4.439475303322e+00 4.462677689332e+00 4.212022978495e+01
5.733802840848e+00 5.763702120012e+00 3.455911918210e+01
7.405491138359e+00 7.444198752683e+00 2.753871892078e+01
9.564559599018e+00 9.614241898969e+00 2.164538007370e+01
1.235310374613e+01 1.241695862561e+01 1.648491583956e+01
1.595464700520e+01 1.603608038661e+01 1.239388980754e+01
2.060621899500e+01 2.071025948975e+01 8.700113292889e+00
2.661395524022e+01 2.674686177773e+01 5.848837526593e+00
