s_Mpch,xi0,xi2,xi4
3.210022506498170003e+00,5.399606780474053735e+00,2.384888762720555277e+00,2.792335121555516775e+00
5.128929070377288291e+00,2.826855046017789697e+00,6.833067761446682820e-01,1.192698425592158884e+00
7.092642799979823387e+00,1.675989187053755769e+00,6.123891672083198873e-02,5.285246460081755027e-01
9.071965517174737315e+00,1.092762096887105905e+00,-1.314946260241232623e-01,2.545735544283185270e-01
1.105884085043967424e+01,7.610221424288872161e-01,-1.946093184105077145e-01,1.427619620494841590e-01
1.304973144616498182e+01,5.563064251285088080e-01,-1.885042553376662933e-01,7.533644787301418955e-02
1.504289194227002469e+01,4.223818727550398555e-01,-1.816673477294953043e-01,5.978817767045054021e-02
1.703777773964268150e+01,3.280230302347921789e-01,-1.578465545570829076e-01,3.846772548196396996e-02
1.903365743877437666e+01,2.646136151478083454e-01,-1.406263517142641029e-01,2.164771747999889862e-02
2.103035134412938589e+01,2.110370208673412185e-01,-1.264671551532408622e-01,2.075520534448336077e-02
2.302764468267607612e+01,1.737727175481909025e-01,-1.064999896181926115e-01,9.147066702648054895e-03
2.502534467496137793e+01,1.419629909067938178e-01,-9.551960163515517410e-02,1.337055224996600705e-02
2.702344766177338542e+01,1.199645075564864105e-01,-8.329771285659481883e-02,7.245800979715411386e-03
2.902169995237554545e+01,9.910567437792568157e-02,-7.691521678681184637e-02,8.175706104886017872e-03
3.102020895603191519e+01,8.501951082556877259e-02,-6.913110460031449134e-02,1.110775639971410024e-02
3.301894468990664677e+01,7.274396504038041500e-02,-6.737307378247728296e-02,6.032139025324193861e-03
3.501780639808195872e+01,6.062473658592289205e-02,-6.175256099728266418e-02,8.021692516313235627e-03
3.701676490767140848e+01,5.303911702731735345e-02,-5.364832817349574762e-02,-9.187965550929228431e-04
3.901588655905963066e+01,4.631176485877544491e-02,-5.224893141563974330e-02,7.783206128324006781e-03
4.101506118519634470e+01,3.762854579863336019e-02,-5.176775773447546414e-02,4.507897251695982058e-03
4.301433764335099852e+01,3.281276755496702335e-02,-4.603809650411265497e-02,5.056194618537634272e-03
4.501370003473716963e+01,2.874296065211838155e-02,-4.440387197243994555e-02,2.292813501612787214e-03
4.701305329887291862e+01,2.478334393532622554e-02,-3.740852308790123398e-02,1.456482125353382451e-03
4.901245328787253897e+01,2.185872383989771045e-02,-3.394525423953197174e-02,-1.581423344467658594e-04
5.101194371756174206e+01,1.948331662896725727e-02,-3.039675635571033319e-02,1.008748837223563113e-03
5.301145965928834869e+01,1.680855787445102029e-02,-2.997685342044958609e-02,5.862290469230995891e-04
5.501101061516700952e+01,1.589884516592125069e-02,-2.692587603280394842e-02,2.276112039806872265e-04
5.701054127632946233e+01,1.412480336167743281e-02,-2.591878411482462230e-02,-7.685893901817921186e-04
5.901016624370328145e+01,1.245135432481518645e-02,-2.170609338269766792e-02,1.664187145602718815e-03
