# DESI DR1 LRG pycorr multipoles
# s_Mpch,xi0,xi2,xi4
# mode = smu
# autocorr = True
# D1D2.size1 = 763975
# D1D2.size2 = 763975
# D1R2.size1 = 763975
# D1R2.size2 = 20528597
# R1D2.size1 = 20528597
# R1D2.size2 = 763975
# R1R2.size1 = 20528597
# R1R2.size2 = 20528597
# los_type = midpoint
# bin_type = lin
# smid             savg               corr0(s)           corr2(s)            corr4(s)
3.000000000000e+00 3.210022506498e+00 5.399606780474e+00 2.384888762721e+00  2.792335121556e+00
5.000000000000e+00 5.128929070377e+00 2.826855046018e+00 6.833067761447e-01  1.192698425592e+00
7.000000000000e+00 7.092642799980e+00 1.675989187054e+00 6.123891672083e-02  5.285246460082e-01
9.000000000000e+00 9.071965517175e+00 1.092762096887e+00 -1.314946260241e-01 2.545735544283e-01
1.100000000000e+01 1.105884085044e+01 7.610221424289e-01 -1.946093184105e-01 1.427619620495e-01
1.300000000000e+01 1.304973144616e+01 5.563064251285e-01 -1.885042553377e-01 7.533644787301e-02
1.500000000000e+01 1.504289194227e+01 4.223818727550e-01 -1.816673477295e-01 5.978817767045e-02
1.700000000000e+01 1.703777773964e+01 3.280230302348e-01 -1.578465545571e-01 3.846772548196e-02
1.900000000000e+01 1.903365743877e+01 2.646136151478e-01 -1.406263517143e-01 2.164771748000e-02
2.100000000000e+01 2.103035134413e+01 2.110370208673e-01 -1.264671551532e-01 2.075520534448e-02
2.300000000000e+01 2.302764468268e+01 1.737727175482e-01 -1.064999896182e-01 9.147066702648e-03
2.500000000000e+01 2.502534467496e+01 1.419629909068e-01 -9.551960163516e-02 1.337055224997e-02
2.700000000000e+01 2.702344766177e+01 1.199645075565e-01 -8.329771285659e-02 7.245800979715e-03
2.900000000000e+01 2.902169995238e+01 9.910567437793e-02 -7.691521678681e-02 8.175706104886e-03
3.100000000000e+01 3.102020895603e+01 8.501951082557e-02 -6.913110460031e-02 1.110775639971e-02
3.300000000000e+01 3.301894468991e+01 7.274396504038e-02 -6.737307378248e-02 6.032139025324e-03
3.500000000000e+01 3.501780639808e+01 6.062473658592e-02 -6.175256099728e-02 8.021692516313e-03
3.700000000000e+01 3.701676490767e+01 5.303911702732e-02 -5.364832817350e-02 -9.187965550929e-04
3.900000000000e+01 3.901588655906e+01 4.631176485878e-02 -5.224893141564e-02 7.783206128324e-03
4.100000000000e+01 4.101506118520e+01 3.762854579863e-02 -5.176775773448e-02 4.507897251696e-03
4.300000000000e+01 4.301433764335e+01 3.281276755497e-02 -4.603809650411e-02 5.056194618538e-03
4.500000000000e+01 4.501370003474e+01 2.874296065212e-02 -4.440387197244e-02 2.292813501613e-03
4.700000000000e+01 4.701305329887e+01 2.478334393533e-02 -3.740852308790e-02 1.456482125353e-03
4.900000000000e+01 4.901245328787e+01 2.185872383990e-02 -3.394525423953e-02 -1.581423344468e-04
5.100000000000e+01 5.101194371756e+01 1.948331662897e-02 -3.039675635571e-02 1.008748837224e-03
5.300000000000e+01 5.301145965929e+01 1.680855787445e-02 -2.997685342045e-02 5.862290469231e-04
5.500000000000e+01 5.501101061517e+01 1.589884516592e-02 -2.692587603280e-02 2.276112039807e-04
5.700000000000e+01 5.701054127633e+01 1.412480336168e-02 -2.591878411482e-02 -7.685893901818e-04
5.900000000000e+01 5.901016624370e+01 1.245135432482e-02 -2.170609338270e-02 1.664187145603e-03
