# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 763975
# D1D2.size2 = 763975
# D1R2.size1 = 763975
# D1R2.size2 = 20528597
# R1D2.size1 = 20528597
# R1D2.size2 = 763975
# R1R2.size1 = 20528597
# R1R2.size2 = 20528597
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454400887581e-01 2.404105940149e+02
4.439475303322e-01 4.461655225086e-01 2.020370200226e+02
5.733802840848e-01 5.761323407417e-01 1.488714003316e+02
7.405491138359e-01 7.440839695220e-01 1.209258567266e+02
9.564559599018e-01 9.610088945018e-01 1.139473348808e+02
1.235310374613e+00 1.241502586939e+00 1.023837390430e+02
1.595464700520e+00 1.603795719804e+00 9.085173037995e+01
2.060621899500e+00 2.071443374824e+00 7.350895000639e+01
2.661395524022e+00 2.675357771619e+00 6.317741374428e+01
3.437324497522e+00 3.455277657597e+00 5.085352875252e+01
4.439475303322e+00 4.462670597058e+00 4.199089528630e+01
5.733802840848e+00 5.763688292220e+00 3.436624270788e+01
7.405491138359e+00 7.444185008410e+00 2.747207099772e+01
9.564559599018e+00 9.614212953227e+00 2.154933806394e+01
1.235310374613e+01 1.241693558541e+01 1.636416311971e+01
1.595464700520e+01 1.603603512453e+01 1.226403064779e+01
2.060621899500e+01 2.071019003147e+01 8.610304761500e+00
2.661395524022e+01 2.674679973222e+01 5.804249824101e+00
