rp_Mpch,wp
3.454390701451341972e-01,2.424255864894210220e+02
4.461664257869293326e-01,2.033325577214107511e+02
5.761374705443563782e-01,1.499996122002578716e+02
7.440820455046409654e-01,1.211191622796287106e+02
9.610207045098967393e-01,1.141084000801455716e+02
1.241510137167562089e+00,1.026112387445808736e+02
1.603798758638165012e+00,9.071179136987149150e+01
2.071449382419747298e+00,7.358852357637317709e+01
2.675354193699350347e+00,6.324357458816845678e+01
3.455282116944325743e+00,5.102011561700915365e+01
4.462677730834303524e+00,4.214819132835119575e+01
5.763708208933098653e+00,3.458656477486891845e+01
7.444216315304287512e+00,2.761297555493713318e+01
9.614262998391723158e+00,2.164681836321103248e+01
1.241699832384760072e+01,1.647531123384139562e+01
1.603615417820656575e+01,1.240485528108620805e+01
2.071038572139426392e+01,8.693669608389456016e+00
2.674708011847044986e+01,5.846091314213698098e+00
