s_Mpch,xi0,xi2,xi4
3.210039152741455570e+00,5.402468585913855037e+00,2.395998273581277260e+00,2.817726249871119748e+00
5.128942368140378072e+00,2.831521576858654132e+00,6.850740522297167345e-01,1.199322302827582565e+00
7.092659285014105031e+00,1.678531009235253002e+00,5.931659772469153463e-02,5.259169426662739788e-01
9.071988346072716425e+00,1.095561592998732792e+00,-1.319158209070654952e-01,2.529719318415939444e-01
1.105887359895355537e+01,7.620818885748772420e-01,-1.949879888125685135e-01,1.410747683597486091e-01
1.304973942312404489e+01,5.583521296950670898e-01,-1.884352761061096060e-01,7.442850194608024994e-02
1.504290804527004433e+01,4.235529098932397374e-01,-1.838036762469612007e-01,5.986514315879423037e-02
1.703780226572840206e+01,3.296916642303862055e-01,-1.581707737127024671e-01,3.846612868784880096e-02
1.903367124289087542e+01,2.659441934138350172e-01,-1.409081696936969053e-01,2.138598750630556905e-02
2.103037847334228161e+01,2.120981683974386134e-01,-1.259381912735197395e-01,2.107924216233594827e-02
2.302766033733523088e+01,1.742515097533257062e-01,-1.069118808844905233e-01,8.777945172701469984e-03
2.502536840871331236e+01,1.422426810623320659e-01,-9.531699230615463259e-02,1.361782916122079336e-02
2.702346908597622033e+01,1.204654023013958797e-01,-8.335016209881482285e-02,6.950077805492844985e-03
2.902171455212761231e+01,9.948130801444698967e-02,-7.703123381692053573e-02,8.081323912304242199e-03
3.102022579890174825e+01,8.530506874359383707e-02,-6.931776594851259132e-02,1.162199829001818799e-02
3.301896005579780535e+01,7.315440349034571521e-02,-6.731671814375181362e-02,6.744620913509640978e-03
3.501782340678678196e+01,6.123133638454511529e-02,-6.152765234192415778e-02,8.915207311323884720e-03
3.701678186963802375e+01,5.340937552052199555e-02,-5.310803421991706907e-02,-7.768837930989669479e-04
3.901590029420896855e+01,4.647651687916502100e-02,-5.181815503378210674e-02,8.055545634600175253e-03
4.101507748133403197e+01,3.795945674045639318e-02,-5.151427028534259767e-02,5.209818411152954305e-03
4.301435257436403958e+01,3.325832822653235210e-02,-4.551854920781572833e-02,4.884589467325143805e-03
4.501371945515767692e+01,2.897927775234977743e-02,-4.366821953739100093e-02,2.716769100661665590e-03
4.701306679609770356e+01,2.505193676048854401e-02,-3.689581643080093454e-02,1.625135700764209021e-03
4.901246543509141418e+01,2.216552810381883579e-02,-3.378703026297549816e-02,-3.993420810689347813e-04
5.101195988099215128e+01,1.965323598607615629e-02,-3.060474894694452386e-02,2.838267709487898773e-04
5.301147119212961201e+01,1.705279298883390082e-02,-2.969888698251373776e-02,2.045695980523221146e-04
5.501102152264935796e+01,1.609323382890758686e-02,-2.647903846148253609e-02,-1.125072168074411124e-04
5.701055266194239834e+01,1.440465002133143116e-02,-2.534272922955599361e-02,-9.651446708029290736e-04
5.901017981077647789e+01,1.270162780799711719e-02,-2.105248410770314826e-02,1.520928203719225900e-03
