# DESI DR1 LRG pycorr projected correlation
# rp_Mpch,wp
# mode = rppi
# autocorr = True
# D1D2.size1 = 766396
# D1D2.size2 = 766396
# D1R2.size1 = 766396
# D1R2.size2 = 20528900
# R1D2.size1 = 20528900
# R1D2.size2 = 766396
# R1R2.size1 = 20528900
# R1R2.size2 = 20528900
# los_type = midpoint
# bin_type = auto
# rpmid            rpavg              corr(rp)
3.437324497522e-01 3.454390701451e-01 2.424255864894e+02
4.439475303322e-01 4.461664257869e-01 2.033325577214e+02
5.733802840848e-01 5.761374705444e-01 1.499996122003e+02
7.405491138359e-01 7.440820455046e-01 1.211191622796e+02
9.564559599018e-01 9.610207045099e-01 1.141084000801e+02
1.235310374613e+00 1.241510137168e+00 1.026112387446e+02
1.595464700520e+00 1.603798758638e+00 9.071179136987e+01
2.060621899500e+00 2.071449382420e+00 7.358852357637e+01
2.661395524022e+00 2.675354193699e+00 6.324357458817e+01
3.437324497522e+00 3.455282116944e+00 5.102011561701e+01
4.439475303322e+00 4.462677730834e+00 4.214819132835e+01
5.733802840848e+00 5.763708208933e+00 3.458656477487e+01
7.405491138359e+00 7.444216315304e+00 2.761297555494e+01
9.564559599018e+00 9.614262998392e+00 2.164681836321e+01
1.235310374613e+01 1.241699832385e+01 1.647531123384e+01
1.595464700520e+01 1.603615417821e+01 1.240485528109e+01
2.060621899500e+01 2.071038572139e+01 8.693669608389e+00
2.661395524022e+01 2.674708011847e+01 5.846091314214e+00
